"game_id","turn_number","nickname","rack","location","move","points","score","turn_type"
"PUA4ATPT",37,"31_Repeats","GLNNR","2B","L.NG",10,391,"Play"
"PUA4ATPT",38,"BasicBot","G","5B","G.",2,297,"Play"
"PUA4ATPT",39,"BasicBot",NA,NA,"(NR)",4,301,"End"
"io4RdGAd",1,"Keenergy33","CEEINUW","8G","WINE",14,14,"Play"
"io4RdGAd",2,"BasicBot","DEGNPRZ","H7","Z.P",14,14,"Play"
"io4RdGAd",3,"Keenergy33","?AACEPU","I6","PA.E",25,39,"Play"
"io4RdGAd",4,"BasicBot","DEGNORT","J7","G.N",22,36,"Play"
"io4RdGAd",5,"Keenergy33","?ACFLRU",NA,"-CFLU",0,39,"Exchange"
"io4RdGAd",6,"BasicBot","DEIORTV","10I","DEV",24,60,"Play"
"io4RdGAd",7,"Keenergy33","?AHIIRR","6I",".AIR",16,55,"Play"
"io4RdGAd",8,"BasicBot","FIORRRT","G8",".ORT",15,75,"Play"
"io4RdGAd",9,"Keenergy33","?EHIJRU","11E","JU.",20,75,"Play"
"io4RdGAd",10,"BasicBot","BBFILRR",NA,"-BBFLR",0,75,"Exchange"
"io4RdGAd",11,"Keenergy33","?AEEHIR","12D","RAH",26,101,"Play"
"io4RdGAd",12,"BasicBot","IMORTTX","F5","MITT",16,91,"Play"
"io4RdGAd",13,"Keenergy33","?EEHISY","13C","HEY",33,134,"Play"
"io4RdGAd",14,"BasicBot","ACKORTX","B13","TAX",30,121,"Play"
"io4RdGAd",15,"Keenergy33","?EIOSTU","A14","TO",35,169,"Play"
"io4RdGAd",16,"BasicBot","ACDFKOR","L4","FO.K",22,143,"Play"
"io4RdGAd",17,"Keenergy33","?EGIISU","E4","GU",14,183,"Play"
"io4RdGAd",18,"BasicBot","ACDEELR","H11","ELDER",32,175,"Play"
"io4RdGAd",19,"Keenergy33","?EIILRS","M6","SILkIER",71,254,"Play"
"io4RdGAd",20,"BasicBot","?ACDIMN","D1","MICA",28,203,"Play"
"io4RdGAd",21,"Keenergy33","BCDEINS","1D",".INED",24,278,"Play"
"io4RdGAd",22,"BasicBot","?DFLNOR","N10","FReON",46,249,"Play"
"io4RdGAd",23,"Keenergy33","BCOOSUW","O13","WOO",25,303,"Play"
"io4RdGAd",24,"BasicBot","DEILLQY","K3","QI",16,265,"Play"
"io4RdGAd",25,"Keenergy33","BCSSTUU","3I","SU.",13,316,"Play"
"io4RdGAd",26,"BasicBot","DEELLOY","K10",".OLLEY",24,289,"Play"
"io4RdGAd",27,"Keenergy33","ABCOSTU","J13","AB",22,338,"Play"
"io4RdGAd",28,"BasicBot","AADEEEV","G1",".AVE",11,300,"Play"
"io4RdGAd",29,"Keenergy33","BCNOSTU",NA,"(time)",-10,328,"Timeout"
"YHphQtET",1,"BasicBot","BINORRT","8D","ROBIN",16,16,"Play"
"YHphQtET",2,"was54","EGIRRUW","H5","WRI.G",9,9,"Play"
"YHphQtET",3,"BasicBot","AIJORTT","F6","JI.",28,44,"Play"
"YHphQtET",4,"was54","AEHIRUV","5H",".IVE",20,29,"Play"
"YHphQtET",5,"BasicBot","ALNORTT","E7","T.NAL",12,56,"Play"
"YHphQtET",6,"was54","AAHMRRU","D10","HAM",23,52,"Play"
"YHphQtET",7,"BasicBot","?DEIORT","10H","sTEROID",72,128,"Play"
"YHphQtET",8,"was54","AAQRRSU","9M","QUA",46,98,"Play"
"YHphQtET",9,"was54","AAQRRSU",NA,"--",-46,52,"Exchange"
"YHphQtET",10,"BasicBot","EEFGIPS","K9","F.IG",16,144,"Play"
"YHphQtET",11,"was54","AAQRRSU","M9","Q.",21,73,"Play"
"YHphQtET",12,"BasicBot","EEEGOPS","F10","GEE",22,166,"Play"
"YHphQtET",13,"was54","AARRSUU",NA,"-ARUU",0,73,"Exchange"
"YHphQtET",14,"BasicBot","AEILOPS","N6","PLAI.",25,191,"Play"
"YHphQtET",15,"was54","ACNRSSU","13A","CANS",21,94,"Play"
"YHphQtET",16,"BasicBot","?EELOPS","A13",".OP",21,212,"Play"
"YHphQtET",17,"was54","NORSSUX","O7","OX",56,150,"Play"
"YHphQtET",18,"BasicBot","?DEELSY","J3","LE.Y",18,230,"Play"
"YHphQtET",19,"was54","AKNRSSU","3J",".UNK",16,166,"Play"
"YHphQtET",20,"BasicBot","?ADDEOS","L2","A.DS",21,251,"Play"
"YHphQtET",21,"was54","AEHIRSS","1L","HERS",46,212,"Play"
"YHphQtET",22,"BasicBot","?DENOOR","L12","ODOR",18,269,"Play"
"YHphQtET",23,"was54","AFIOSTV","15K","F.OST",24,236,"Play"
"YHphQtET",24,"BasicBot","?ABENTT","13L",".EBT",14,283,"Play"
"YHphQtET",25,"was54","AEIRUVW","B12","V.W",28,264,"Play"
"YHphQtET",26,"BasicBot","?ALNNTZ","F10","...Z",14,297,"Play"
"YHphQtET",27,"was54","AEIIORU","G13","AI",15,279,"Play"
"YHphQtET",28,"BasicBot","?AELNNT","1H","LEAT....",33,330,"Play"
"YHphQtET",29,"was54","EIORTUY","N13",".U.",10,289,"Play"
"YHphQtET",30,"BasicBot","?EMNNUU","15G","MU",17,347,"Play"
"YHphQtET",31,"was54","EEIORTY","4L",".IRT",12,301,"Play"
"YHphQtET",32,"BasicBot","?CEENNU","I3","Ch.",22,369,"Play"
"YHphQtET",33,"was54","AADEEOY","I10",".ODAY",10,311,"Play"
"YHphQtET",34,"BasicBot","EENNU","14I",".E",7,376,"Play"
"YHphQtET",35,"was54","AEE","15F","E..",5,316,"Play"
"YHphQtET",36,"BasicBot","ENNU","O1",".UE.",4,380,"Play"
"YHphQtET",37,"was54","AE","O11","EA.",4,320,"Play"
"YHphQtET",38,"was54",NA,NA,"(NN)",4,324,"End"
"oBBZkVQm",1,"BasicBot","ALRRSTU","8D","ULTRA",12,12,"Play"
"oBBZkVQm",2,"Keenergy33","BCEGHQR",NA,"-BCH",0,0,"Exchange"
"oBBZkVQm",3,"BasicBot","AINORSW","F8",".OW",14,26,"Play"
"oBBZkVQm",4,"Keenergy33","?DEGOQR","D7","Q.OD",14,14,"Play"
"oBBZkVQm",5,"BasicBot","AAINRST","11E","TSARINA",85,111,"Play"
"oBBZkVQm",6,"Keenergy33","?EEFGOR","12I","FORGE",27,41,"Play"
"oBBZkVQm",7,"BasicBot","EILLRUY","M9","YUL.",11,122,"Play"
"oBBZkVQm",8,"Keenergy33","?ADEGMR","C9","DAMaGER",82,123,"Play"
"oBBZkVQm",9,"BasicBot","AEGHILR","B10","HA",32,154,"Play"
"oBBZkVQm",10,"Keenergy33","ACMNORS","A11","CORMS",37,160,"Play"
"oBBZkVQm",11,"BasicBot","EGILORS","N12","REG",18,172,"Play"
"oBBZkVQm",12,"Keenergy33","AILNNNX","O13","NIX",35,195,"Play"
"oBBZkVQm",13,"BasicBot","DIILOSV","H4","VIOL.",12,184,"Play"
"oBBZkVQm",14,"Keenergy33","AEELNNP","N7","LEAP",27,222,"Play"
"oBBZkVQm",15,"BasicBot","ADIISTZ","5E","ZIT.",26,210,"Play"
"oBBZkVQm",16,"Keenergy33","CEEJNNN","O8","NE",18,240,"Play"
"oBBZkVQm",17,"BasicBot","AADEFIS","6H",".AF",14,224,"Play"
"oBBZkVQm",18,"Keenergy33","CEJNNST","F4","J.N",12,252,"Play"
"oBBZkVQm",19,"BasicBot","ADDEHIS","15C",".ADISH",33,257,"Play"
"oBBZkVQm",20,"Keenergy33","BCENSTY","14F","BEST",29,281,"Play"
"oBBZkVQm",21,"BasicBot","?DEIITV","J9","VI..",9,266,"Play"
"oBBZkVQm",22,"Keenergy33","CEENOUY",NA,"-",0,281,"Pass"
"oBBZkVQm",23,"BasicBot","?DEITTW","12C",".W",8,274,"Play"
"oBBZkVQm",24,"Keenergy33","CEENOUY","M4","CONE",10,291,"Play"
"oBBZkVQm",25,"BasicBot","?DEIPTT","K10","T..P",8,282,"Play"
"oBBZkVQm",26,"Keenergy33","EEEOUUY","13F","OY",24,315,"Play"
"oBBZkVQm",27,"BasicBot","?DEINOT","4K","DO.",12,294,"Play"
"oBBZkVQm",28,"Keenergy33","AEEEIUU","L2","EU.I",6,321,"Play"
"oBBZkVQm",29,"BasicBot","?BEIINT","2J","BE.Ts",24,318,"Play"
"oBBZkVQm",30,"Keenergy33","AEEEKU","3I","KA",15,336,"Play"
"oBBZkVQm",31,"BasicBot","IIN","13K",".I",7,325,"Play"
"oBBZkVQm",32,"Keenergy33","EEEU","6E","E.",13,349,"Play"
"oBBZkVQm",33,"BasicBot","IN","13A",".I.",4,329,"Play"
"oBBZkVQm",34,"Keenergy33","EEU","K1","E.",2,351,"Play"
"oBBZkVQm",35,"BasicBot","N",NA,"-",0,329,"Pass"
"oBBZkVQm",36,"Keenergy33","EU","10F",".E",7,358,"Play"
"oBBZkVQm",37,"BasicBot","N","L12","..N",4,333,"Play"
"oBBZkVQm",38,"BasicBot",NA,NA,"(U)",2,335,"End"
"BPY8ef9E",1,"Keenergy33","CEGGLTU","8G","CUTE",12,12,"Play"
"BPY8ef9E",2,"BasicBot","GIIOORS","I8",".RIO",5,5,"Play"
"BPY8ef9E",3,"Keenergy33","GGLNSTW","10H","W.G",11,23,"Play"
"BPY8ef9E",4,"BasicBot","GIIORSS","K10","SIG",16,21,"Play"
"BPY8ef9E",5,"Keenergy33","GLLNOST","L11","NOLL",16,39,"Play"
"BPY8ef9E",6,"BasicBot","DIIORST","13L",".IDO",10,31,"Play"
"BPY8ef9E",7,"Keenergy33","BGSTUUV","O12","B.UT",27,66,"Play"
"BPY8ef9E",8,"BasicBot","AEINRST","F5","RETAINS",68,99,"Play"
"BPY8ef9E",9,"Keenergy33","?EFGSUV",NA,"-FUV",0,66,"Exchange"
"BPY8ef9E",10,"BasicBot","ADEJORU","5D","JU.OR",24,123,"Play"
"BPY8ef9E",11,"Keenergy33","?EEGNPS","4G","SEEPiNG",75,141,"Play"
"BPY8ef9E",12,"BasicBot","ADEEIKR","M2","KE.",16,139,"Play"
"BPY8ef9E",13,"Keenergy33","ADHMPST","K2","MA.D",12,153,"Play"
"BPY8ef9E",14,"BasicBot","ADEEIRW","H1","WID..",27,166,"Play"
"BPY8ef9E",15,"Keenergy33","BHOPSTX","N1","POX",45,198,"Play"
"BPY8ef9E",16,"BasicBot","?AEEIRR","E11","ARE",10,176,"Play"
"BPY8ef9E",17,"Keenergy33","BEHHNST","D11","HENT",26,224,"Play"
"BPY8ef9E",18,"BasicBot","?AEIIRY","J4",".AY",19,195,"Play"
"BPY8ef9E",19,"Keenergy33","BEHLSTV","15A","VETS",33,257,"Play"
"BPY8ef9E",20,"BasicBot","?EIIINR","1N",".I",12,207,"Play"
"BPY8ef9E",21,"Keenergy33","BEHLOYZ","B13","ZE.",24,281,"Play"
"BPY8ef9E",22,"BasicBot","?AEIINR","D3","IN.ERA",28,235,"Play"
"BPY8ef9E",23,"Keenergy33","BEHLOUY","C12","HO",42,323,"Play"
"BPY8ef9E",24,"BasicBot","?AACDIV","8A","DIV.",24,259,"Play"
"BPY8ef9E",25,"Keenergy33","BELMNUY","C1","BUM",22,345,"Play"
"BPY8ef9E",26,"BasicBot","?AAACFO","1A","FA.",24,283,"Play"
"BPY8ef9E",27,"Keenergy33","EFLLNOY","2B","Y.",20,365,"Play"
"BPY8ef9E",28,"BasicBot","?AACIOR","13A","O....",14,297,"Play"
"BPY8ef9E",29,"Keenergy33","EFLLNOQ","B7","Q.N",12,377,"Play"
"BPY8ef9E",30,"BasicBot","?AACEIR","14F","CARAmE.",14,311,"Play"
"BPY8ef9E",31,"Keenergy33","AEFLLOT","H12","FA.E",33,410,"Play"
"BPY8ef9E",32,"BasicBot","I","12G","I.",5,316,"Play"
"BPY8ef9E",33,"BasicBot",NA,NA,"(LLOT)",8,324,"End"
"VpBb6j28",1,"BasicBot","AEEIIRX","8G","XI",18,18,"Play"
"VpBb6j28",2,"melvernboy","DFHOPRU","9F","FUD",21,21,"Play"
"VpBb6j28",3,"BasicBot","AEEHIOR","F9",".OE",8,26,"Play"
"VpBb6j28",4,"melvernboy","BHIMOPR","E10","MORPH",32,53,"Play"
"VpBb6j28",5,"BasicBot","AEHIOPR","15E","OPERA",34,60,"Play"
"VpBb6j28",6,"melvernboy","ABEIINU","14G","BANI",16,69,"Play"
"VpBb6j28",7,"BasicBot","DEGHIIR","14B","HIG.",22,82,"Play"
"VpBb6j28",8,"melvernboy","AAEIIUU",NA,"-AAIIUU",0,69,"Exchange"
"VpBb6j28",9,"BasicBot","DEEIQRS","15A","QI",38,120,"Play"
"VpBb6j28",10,"melvernboy","?AENNRT","I2","TANNERs",67,136,"Play"
"VpBb6j28",11,"BasicBot","DEENRSS","15E",".....S",10,130,"Play"
"VpBb6j28",12,"melvernboy","AEGNOUW","13A","WAG",26,162,"Play"
"VpBb6j28",13,"BasicBot","DEENRSU","2I",".URNED",18,148,"Play"
"VpBb6j28",14,"melvernboy","EENORTU","4G","TE.URE",14,176,"Play"
"VpBb6j28",15,"BasicBot","EILLOST","A11","LO.",7,155,"Play"
"VpBb6j28",16,"melvernboy","ACEMNOT","1M","MAC",28,204,"Play"
"VpBb6j28",17,"BasicBot","EILORST","D11","TO",11,166,"Play"
"VpBb6j28",18,"melvernboy","ABDENOT","3M","DON",24,228,"Play"
"VpBb6j28",19,"BasicBot","AEILNRS","A9","AL...",8,174,"Play"
"VpBb6j28",20,"melvernboy","AABEEKT","8A","TAKE",54,282,"Play"
"VpBb6j28",21,"BasicBot","EIJNRST","H13","J..",10,184,"Play"
"VpBb6j28",22,"melvernboy","ABDEEIS","12H","ABIDE",30,312,"Play"
"VpBb6j28",23,"BasicBot","EILNRST","D2","LISTEN.R",66,250,"Play"
"VpBb6j28",24,"melvernboy","EFIOSUV","3C","F.VE",20,332,"Play"
"VpBb6j28",25,"BasicBot","?EIOTVY","2F","YE",26,276,"Play"
"VpBb6j28",26,"melvernboy","AIOSSUZ","B6","ZO.",32,364,"Play"
"VpBb6j28",27,"BasicBot","?IOTVWY","6F","WOV.",18,294,"Play"
"VpBb6j28",28,"melvernboy","AGILSSU","M9","GULS",16,380,"Play"
"VpBb6j28",29,"BasicBot","?CEIITY","K6","CITYwI.E",76,370,"Play"
"VpBb6j28",30,"BasicBot",NA,NA,"(AIS)",6,376,"End"
"iuLmWEP8",1,"BasicBot","DEEEGIO","8D","GEODE",18,18,"Play"
"iuLmWEP8",2,"HAYDEN","EGNRRSS","7F","GEN",14,14,"Play"
"iuLmWEP8",3,"BasicBot","EIINUWZ","G4","UNW..",9,27,"Play"
"iuLmWEP8",4,"HAYDEN","ELORRSS","H1","ORES",18,32,"Play"
"iuLmWEP8",5,"BasicBot","EIIOPVZ","F2","ZIP",39,66,"Play"
"iuLmWEP8",6,"HAYDEN","AELRSSX","I2","EX",36,68,"Play"
"iuLmWEP8",7,"BasicBot","AEIOOTV","E4","OVA",18,84,"Play"
"iuLmWEP8",8,"HAYDEN","ACLRSSY","I8","SCRAY",21,89,"Play"
"iuLmWEP8",9,"BasicBot","EIIOOTT","9I",".OOTIE",9,93,"Play"
"iuLmWEP8",10,"HAYDEN","ADLNNOS","8M","DAN",17,106,"Play"
"iuLmWEP8",11,"BasicBot","BDIKOTY","11H","B.TIK",22,115,"Play"
"iuLmWEP8",12,"HAYDEN","FGLNOSV","12K","FOG",31,137,"Play"
"iuLmWEP8",13,"BasicBot","BDIOOTY","M12",".OBY",20,135,"Play"
"iuLmWEP8",14,"HAYDEN","IILNSVW","15L","W.NS",42,179,"Play"
"iuLmWEP8",15,"BasicBot","ADEIORT","3H","..ITED",28,163,"Play"
"iuLmWEP8",16,"HAYDEN","?FIILTV","L2","L.FT",14,193,"Play"
"iuLmWEP8",17,"BasicBot","?AAORRR","10F","ROA.",10,173,"Play"
"iuLmWEP8",18,"HAYDEN","?EIINPV","11C","VINE",16,209,"Play"
"iuLmWEP8",19,"BasicBot","?AAENRR","C9","RA.EN",18,191,"Play"
"iuLmWEP8",20,"HAYDEN","?AILLPU","B12","PAIL",18,227,"Play"
"iuLmWEP8",21,"BasicBot","?AAIRRS","O2","ARRAIg.S",67,258,"Play"
"iuLmWEP8",22,"HAYDEN","?DEHLLU","A14","HE",26,253,"Play"
"iuLmWEP8",23,"BasicBot","CHIMMTU","1J","MUCH",27,285,"Play"
"iuLmWEP8",24,"HAYDEN","?DELLTU","B8","DUE",12,265,"Play"
"iuLmWEP8",25,"BasicBot","EIIJMQT","6N","Q.",31,316,"Play"
"iuLmWEP8",26,"HAYDEN","?ALLTU","A7","LA",15,280,"Play"
"iuLmWEP8",27,"BasicBot","EIIJMT","O12","JET.",19,335,"Play"
"iuLmWEP8",28,"HAYDEN","LTU?",NA,"(time)",-10,270,"Timeout"
"Kz73j7dH",1,"BasicBot","?ADGLSU","8F","LUG",8,8,"Play"
"Kz73j7dH",2,"PowerCats","EOTUVWY","I7","YEW",22,22,"Play"
"Kz73j7dH",3,"BasicBot","?ADGIRS","J6","GAS",19,27,"Play"
"Kz73j7dH",4,"PowerCats","INOTTUV","F8",".UV",14,36,"Play"
"Kz73j7dH",5,"BasicBot","?ADEIOR","9H","O.",8,35,"Play"
"Kz73j7dH",6,"PowerCats","INOTTYZ","K5","TOY",24,60,"Play"
"Kz73j7dH",7,"BasicBot","?ACDEIR","6J","..D",5,40,"Play"
"Kz73j7dH",8,"PowerCats","EGINNTZ","L4","ZE.",28,88,"Play"
"Kz73j7dH",9,"BasicBot","?ACEINR","L2","RA...",15,55,"Play"
"Kz73j7dH",10,"PowerCats","FGINNRT","1L","GIRN",40,128,"Play"
"Kz73j7dH",11,"BasicBot","?BCEINS","3K","C.BIN",18,73,"Play"
"Kz73j7dH",12,"PowerCats","AEFNQTW","M3",".EN",19,147,"Play"
"Kz73j7dH",13,"BasicBot","?AENOST","O3",".EONATeS",74,147,"Play"
"Kz73j7dH",14,"PowerCats","AFIPQTW","N9","WAQF",29,176,"Play"
"Kz73j7dH",15,"BasicBot","DIORRSU","H8","..URD",9,156,"Play"
"Kz73j7dH",16,"PowerCats","AEIKOPT","12K","KAI.",22,198,"Play"
"Kz73j7dH",17,"BasicBot","EILORST","13B","LOITERS",74,230,"Play"
"Kz73j7dH",18,"PowerCats","CEMOPRT","K9","POC.",24,222,"Play"
"Kz73j7dH",19,"BasicBot","AEEHITX","B9","EXHA.E",64,294,"Play"
"Kz73j7dH",20,"PowerCats","EHMORRT","A7","THROE",40,262,"Play"
"Kz73j7dH",21,"BasicBot","DFINOTT","15A","ID",27,321,"Play"
"Kz73j7dH",22,"PowerCats","EEIMPRU","B2","IMPURE",26,288,"Play"
"Kz73j7dH",23,"BasicBot","AFNOOTT","4B",".OOF",18,339,"Play"
"Kz73j7dH",24,"PowerCats","AEELLNV","E4",".AVE",20,308,"Play"
"Kz73j7dH",25,"BasicBot","?AINSTT","D8","NATIv.ST",68,407,"Play"
"Kz73j7dH",26,"PowerCats","ADELLMN",NA,"(time)",-10,298,"Timeout"
"ow6cxPin",1,"PowerCats","ADERTVY","8G","DAVY",22,22,"Play"
"ow6cxPin",2,"BasicBot","CEEITUZ","7E","CUE",10,10,"Play"
"ow6cxPin",3,"PowerCats","AEEEIRT","I7","E.E",8,30,"Play"
"ow6cxPin",4,"BasicBot","AEIKTVZ","E6","A.TIVE",22,32,"Play"
"ow6cxPin",5,"PowerCats","AEIRSTU","8D","U.",3,33,"Play"
"ow6cxPin",6,"BasicBot","BDKORYZ","10G","DORKY",30,62,"Play"
"ow6cxPin",7,"PowerCats","AAEIRST","C7","ATRESIA",71,104,"Play"
"ow6cxPin",8,"BasicBot","?ABEITZ","12B","B.Z",28,90,"Play"
"ow6cxPin",9,"PowerCats","BGNORSU","D3","GRUB",18,122,"Play"
"ow6cxPin",10,"BasicBot","?AEIPTT","H10",".PIATE",27,117,"Play"
"ow6cxPin",11,"PowerCats","ANNOPST","3A","PON.",14,136,"Play"
"ow6cxPin",12,"BasicBot","?FIIIRT","A1","TI.",15,132,"Play"
"ow6cxPin",13,"PowerCats","AEMNRST","13G","S.RMENTA",74,210,"Play"
"ow6cxPin",14,"BasicBot","?FIIOOR","L12","I.FO",16,148,"Play"
"ow6cxPin",15,"PowerCats","DEFIOQS","N12","Q.ID",28,238,"Play"
"ow6cxPin",16,"BasicBot","?EIJNOR","14F","JO.",28,176,"Play"
"ow6cxPin",17,"PowerCats","EFHLOSW","B2","F.WL",30,268,"Play"
"ow6cxPin",18,"BasicBot","?AEGINR","4D",".EARmING",58,234,"Play"
"ow6cxPin",19,"PowerCats","EHHLNOS","B10","HO.",31,299,"Play"
"ow6cxPin",20,"BasicBot","EILNRTX","A7","EXIT",39,273,"Play"
"ow6cxPin",21,"PowerCats","EHLNOSW","15E","LOW.",22,321,"Play"
"ow6cxPin",22,"BasicBot","?CILLNR","J6","CR.",16,289,"Play"
"ow6cxPin",23,"PowerCats","EGHNNSS","15K","H.N.S",27,348,"Play"
"ow6cxPin",24,"BasicBot","?EILLMN","I3","M.L",8,297,"Play"
"ow6cxPin",25,"PowerCats","AEEGNOS","11J","OE",20,368,"Play"
"ow6cxPin",26,"BasicBot","?ADEILN","O8","LANaI",27,324,"Play"
"ow6cxPin",27,"PowerCats","AEGNOSU","14A","GUS",16,384,"Play"
"ow6cxPin",28,"BasicBot","DE","J2","DE.",12,336,"Play"
"ow6cxPin",29,"BasicBot",NA,NA,"(AENO)",8,344,"End"
"wgPGnf7m",1,"jellybeanshake","AAEHOOR",NA,"-AOO",0,0,"Exchange"
"wgPGnf7m",2,"BasicBot","AAEIIMN","8D","MANIA",20,20,"Play"
"wgPGnf7m",3,"jellybeanshake","AAEHINR","7G","HA",20,20,"Play"
"wgPGnf7m",4,"BasicBot","CEEITUU","I8","CUTE",17,37,"Play"
"wgPGnf7m",5,"jellybeanshake","AEINRVY","9A","VINY",18,38,"Play"
"wgPGnf7m",6,"BasicBot","BEEINRU","10F","BRU.E",15,52,"Play"
"wgPGnf7m",7,"jellybeanshake","AEELORS","A8","O.ERSALE",158,196,"Play"
"wgPGnf7m",8,"BasicBot","EILNOTT","E6","TE.L",15,67,"Play"
"wgPGnf7m",9,"jellybeanshake","CGGOOUV",NA,"-GGOUV",0,196,"Exchange"
"wgPGnf7m",10,"BasicBot","EINORRT","13A",".NTERIOR",68,135,"Play"
"wgPGnf7m",11,"jellybeanshake","CEIIOTY","H12","C.IT",27,223,"Play"
"wgPGnf7m",12,"BasicBot","BEGIIOW","6A","BIGO.",10,145,"Play"
"wgPGnf7m",13,"jellybeanshake","AEHIOUY","5B","HAY",22,245,"Play"
"wgPGnf7m",14,"BasicBot","?DEEIPW","B8","W.DE",26,171,"Play"
"wgPGnf7m",15,"jellybeanshake","EIIOTUV","C11","VE.TO",14,259,"Play"
"wgPGnf7m",16,"jellybeanshake","EIIOTUV",NA,"--",-14,245,"Exchange"
"wgPGnf7m",17,"BasicBot","?EIPSUW","12D","WE",22,193,"Play"
"wgPGnf7m",18,"jellybeanshake","EIIOTUV","C11","VO.E",19,264,"Play"
"wgPGnf7m",19,"BasicBot","?IOPPSU","F2","PIOUS",26,219,"Play"
"wgPGnf7m",20,"jellybeanshake","DGIIMTU","15D","DIGI.",9,273,"Play"
"wgPGnf7m",21,"BasicBot","??FGNOP","2C","FlO.PiNG",68,287,"Play"
"wgPGnf7m",22,"jellybeanshake","MOQTTUX","H1","Q.",30,303,"Play"
"wgPGnf7m",23,"BasicBot","AEEIJLZ","C4","J..",11,298,"Play"
"wgPGnf7m",24,"jellybeanshake","MORTTUX","3E","X.",18,321,"Play"
"wgPGnf7m",25,"BasicBot","ADEEILZ","15D",".....ALIZE",31,329,"Play"
"wgPGnf7m",26,"jellybeanshake","MORSTTU","N11","MUTTS",36,357,"Play"
"wgPGnf7m",27,"BasicBot","ADDELNS","12L","LA.D",14,343,"Play"
"wgPGnf7m",28,"jellybeanshake","EFKNOOR","O7","FORKE.",46,403,"Play"
"wgPGnf7m",29,"BasicBot","AADENRS","J4","DEARS",19,362,"Play"
"wgPGnf7m",30,"jellybeanshake","NO","4J",".ON",8,411,"Play"
"wgPGnf7m",31,"jellybeanshake",NA,NA,"(AN)",4,415,"End"
"xsFyAnzz",1,"HAYDEN","BDEINOS","8H","BID",12,12,"Play"
"xsFyAnzz",2,"BasicBot","AEOOOTY","J6","TO.AY",19,19,"Play"
"xsFyAnzz",3,"HAYDEN","ENOPSTV","K9","TEN",13,25,"Play"
"xsFyAnzz",4,"BasicBot","AAEIMOO",NA,"-AOO",0,19,"Exchange"
"xsFyAnzz",5,"HAYDEN","AIOPRSV","K5","PAR",14,39,"Play"
"xsFyAnzz",6,"BasicBot","ABCEEIM","7I","B..E",16,35,"Play"
"xsFyAnzz",7,"HAYDEN","ILMOOSV","M3","LOOMS",24,63,"Play"
"xsFyAnzz",8,"BasicBot","ACEIMTW","N2","CAW",23,58,"Play"
"xsFyAnzz",9,"HAYDEN","DDHIIRV","4L","D..",14,77,"Play"
"xsFyAnzz",10,"BasicBot","EHIMSTU","L11","UH",12,70,"Play"
"xsFyAnzz",11,"HAYDEN","DHIINRV","M11","RID",16,93,"Play"
"xsFyAnzz",12,"BasicBot","EIJMNST","14J","JETS",32,102,"Play"
"xsFyAnzz",13,"HAYDEN","EHINOVW","15I","VOE",17,110,"Play"
"xsFyAnzz",14,"BasicBot","AIMNNUU","14J","....AM",30,132,"Play"
"xsFyAnzz",15,"HAYDEN","HINOSUW","O12","HI.S",39,149,"Play"
"xsFyAnzz",16,"BasicBot","AINNQUU","O4","NU",12,144,"Play"
"xsFyAnzz",17,"HAYDEN","?AENOUW","9F","AWE",14,163,"Play"
"xsFyAnzz",18,"BasicBot","AGINQUX","F9",".X",25,169,"Play"
"xsFyAnzz",19,"HAYDEN","?FKNOUY","8E","OF",18,181,"Play"
"xsFyAnzz",20,"BasicBot","AGGINQU","E10","AGING",23,192,"Play"
"xsFyAnzz",21,"HAYDEN","?EFKNUY","12D","K.",12,193,"Play"
"xsFyAnzz",22,"BasicBot","ADINQTU","10I","D..",7,199,"Play"
"xsFyAnzz",23,"HAYDEN","?EFNSUY","7C","YEN",12,205,"Play"
"xsFyAnzz",24,"BasicBot","AINPQTU","D3","PIQU.",32,231,"Play"
"3d2eAqP4",1,"BasicBot","EEFLORT","8D","FLORET",26,26,"Play"
"3d2eAqP4",2,"HAYDEN","AAAENOU","9C","AA",8,8,"Play"
"3d2eAqP4",3,"BasicBot","AEILNSU","I2","INSULA.E",61,87,"Play"
"3d2eAqP4",4,"HAYDEN","AEHNOTU","10B","HATE",23,31,"Play"
"3d2eAqP4",5,"BasicBot","AGLNOPP","F6","PO.P",14,101,"Play"
"3d2eAqP4",6,"HAYDEN","ENORTTU","H1","TOE",13,44,"Play"
"3d2eAqP4",7,"BasicBot","AGJLNSW","11E","WANGS",28,129,"Play"
"3d2eAqP4",8,"HAYDEN","ENRRTUX","J9","EX",27,71,"Play"
"3d2eAqP4",9,"BasicBot","JLNSSTV","2G","J..NTS",15,144,"Play"
"56n9KxhM",1,"Suzy1","IIJNOUY","8G","JIN",20,20,"Play"
"56n9KxhM",2,"BasicBot","BDERRVX","8G","...X",18,18,"Play"
"56n9KxhM",3,"Suzy1","AFILOUY","9I","OI",15,35,"Play"
"56n9KxhM",4,"BasicBot","?BDERRV","10F","VERB",22,40,"Play"
"56n9KxhM",5,"Suzy1","AAFGLUY","H10",".AY",10,45,"Play"
"56n9KxhM",6,"BasicBot","?BDKNRU","G12","BUNK",18,58,"Play"
"56n9KxhM",7,"Suzy1","ADFGLOU","15G",".AF",30,75,"Play"
"56n9KxhM",8,"BasicBot","?DEIRUU",NA,"-IUU",0,58,"Exchange"
"56n9KxhM",9,"Suzy1","DEGGLOU","14I","OD",12,87,"Play"
